id,joke
112,毛拉应邀在一位朋友家吃晚饭。饭后，主人挽留毛拉住下，第二天再回家。入睡时，毛拉觉得睡帽过大，便用手绢儿在中间打了个结，然后戴在头上。 次日清晨，主人看到毛拉戴睡帽的那副样子，说道：你这是什么戴法？把睡帽都勒死了。 我若不勒死它，毛拉说，它就把我憋死了。
113,有一个亚洲医生来到非洲某部落工作。 一天，当地酋长很愤怒地找到他，说：“为什么我的其中一个老婆会生出黄皮肤的孩子！” 这个医生就很慌张，想了一下说：“你有没有看到外面那只羊，其他羊都是白色的，就它是黑色的……” 酋长拿着枪对着医生说：“只要你不说出去，你跟我老婆的事就算了。”
114,许多人认为他们正在考虑重新安排他们的偏见。
115,一对老夫妻一直感情都不是很好，他们发誓一定要对着干。 一天下大雨，妻子要出去买菜，在过桥的时候突然来了大水把老大娘冲走了。 老头儿看见了一下子跳到水里，不过是往上面游，一个人看到了就问：你怎么不去救你的老婆呢？？？ 老头儿说：我发誓要和她对着干。
116,搞活动为凑人数，主办人员打电话向中介要人，中介的负责人电话里问：“男的要吗？” 活动负责人说：“要！” 中介负责人又问：“岁数大的要吗？” 活动负责人有些着急的说：“要、要！” 中介负责人继续问：“有点残疾的也要吗？” 活动负责人有些急了说：“要、要、要，是人都要！” 中介负责人没听清楚有些惊讶地问：“什么！死（是）人都要……”
117,晚上，一对情侣相拥着坐在纽约的伯特利公园里。 小伙子朝海湾望去，看到远处矗立着的自由女神像， 可是光线不好，只能看到一个模糊不清的轮廓。 于是他轻轻地问道：“我不明白，为什么照射自由女神的灯光那么暗？” 姑娘脸上泛起一丝红晕，小声说道：“灯光越暗就越自由。”
118,王处长被人请出去喝酒，说好了酒后去一家歌厅找小姐“乐一乐”。但那天晚上王处长的酒喝高了，大家只好放弃原来的计划，把王处长搀回家。老婆替他除去衣裤，扶上床躺下，然后自己也睡下。 半个小时以后，王处长的老婆突然被一阵电话铃声惊醒，拿起电话一听，却是丈夫的声音：“亲爱的，我要晚……晚回……回去一会，有……有个应酬……” 王处长的老婆这才发现丈夫不在床上。下地一看，见丈夫正在洗脸间拿着手机，一看见她就说：“你先睡……睡吧！家里我已……已经搞……搞定了……”
119,如果你住在边缘，一定要系好安全带。
120,一位画家举办个人画展。一位贵妇人来到展室，站在一幅画前面端详了许久，说：我要是能认识这幅画的作者，那该多好啊！ 站在一旁的画家走过来说：夫人，我就是。 贵妇人说：这幅画画得大妙了！你能不能告诉我，画里这位小姐做裙子的裁缝是谁？
121,甲：黑伯先生，你说爱的喜剧是什么？ 黑伯先生：如果你用许多时间、劳力、金钱去爱别人，那就是喜剧。 甲：请问，那什么是悲剧？ 黑伯先生：如果你舍不得时间、劳力和金钱去爱别人，那必然是悲剧。
122,某大学一学工科学生某日和其室友一块去参加一聚会。席间，一女孩问他是否喜欢莎士比亚，他说：喜欢，但是更喜欢wsike。众人哑然，回到寝室，其室友对其说：你真蠢，谁都知道，莎士比亚不是酒，而是一种奶酪。
123,老师对同学们说：这次作文的题目是《记一次足球比赛》，大家要好好地写。 冬冬想了半天也写不出来。他就在作文本上写了几句话：那天下雨，地滑，比赛延期了。
124,大学有个哥们有点娘泡，大家经常开他玩笑。 毕业三年了，一直失去联系，今天，他突然在群里面发了个信息说要结婚了， 一直沉寂的QQ群突然爆发了巨大活力，一帮子潜水B都出来了， 所有人发言都是问新郎男的女的啊！
125,跳舞就像一个淋浴：一个错误的转弯，你在热水中。
126,你的大脑是一个身体器官，它在你醒来的那一刻开始工作，直到你进入办公室才停止。
127,高富帅：“你有女朋友么？” 屌丝：“没有，至今还单身呢。” 高富帅：“我给你介绍个对象吧。” 屌丝：“好。” 高富帅：“她家很有钱而且长得美若天仙。” 屌丝：“太好了。” 高富帅：“就是有一点缺陷，她患有间歇性精神病。” 屌丝：“那也行，以我的这个条件也就不挑了，你什么时候跟她说？” 高富帅：“等她犯病的时候说吧，要不这事很难成。”
128,三个老外一边喝酒一边吹牛，美国人说：我们国家的火车最快，开起来后，路两旁的电线杆看上去就像篱笆一样。 法国人说：我们国家的火车才叫快，开起来后要赶紧向铁轨上泼水，否则铁轨就会融化。 英国人站了起来：那算什么，有一次我在国内旅行，老婆送我上车，我从车里探出头去吻站在月台上的老婆，这时火车开动了，我却吻到了60英里外的一位老农妇。
129,公司加班，加到凌晨4点，就在办公室的沙发上睡下了。 早上起来想给女友发信息说下，昨天公司加班到凌晨4点，只睡了三个小时，累死了。 结果短信中写了昨天公司加班到凌晨4点，只睡了三个小姐，累死了，短信发送中，泪奔。
130,小马高考失利，被妈妈骂道：“你看你，考得写这么烂，以后就只能当农民工的料。” 小马不服气，于是就去补习， 终于补习以后，竟然考起了一本，全家欢腾。 4年之后，小马站在工地上， 平静地对妈妈说：“妈，你看吧！ 要是我不读大学，说不定现在已经成工头了！”
131,一天，丈夫小心地对妻子说：“我需要钱买把梳子，梳子掉了个齿……” 妻子一听大怒：“你他妈有钱无处花是不是，掉一个齿就买新的？” 丈夫战战兢兢地回答：“掉的是最后一个齿了……
132,马路上一大爷不小心自己摔倒，见身旁恰巧有人影晃过， 迅速抱住该人大腿大喊：“就是他撞得我，来人啊。” 路边行人纷纷围了过来，大爷仍然不依不饶：“不赔钱别想跑。” 这时人群中走出来一个男子，俯下身紧张地对大爷说：“爸，赶紧起来， 咱别在这丢人啊，你抱的是服装店的模特......”
133,夫君下班回家，见黛咪正在将鸡蛋、蜂蜜、果汁和面粉搅拌成糊状。接着，黛咪用这自制的全天然营养面膜敷脸。 夫君喟然长叹：我还以为今天晚上摊饼子吃呢。没想到全摊在你脸上了。
134,大学新生军训，由于有高中军训的基础，教官不打算直接教动作，想先测验一下新生们的功底。 ＂稍息！＂ ＂立正！＂ ＂跨立！＂ ＂立正！＂ ＂蹲下！＂ 看着新生们蹲下的动作，教官沉默了会儿后：＂那位同学，你双手抱头蹲着，是被恐怖主义挟持还是被扫黄打非？！＂
135,外甥四岁半，痴迷动画片，我故意调其他频道， 要遥控，不给，看他怎么办。 他不理我，过一会看他在掏存钱罐， 然后拿出一块钱给我说：“舅舅给你一块钱，你别换台了…”
136,图书馆管理员对馆长说，有些书因为太难读懂，从来没有人看。馆长把那些书都收集在一起，放在一个引人注目的地方，上面还放了一块牌子：谨告这些书难读，需要高深的学问。 这个架子上的书很快就全部借出去了。
137,我们大多数人都在度过我们的生活，好像我们在银行里有另一个人一样。
138,昨天熄灯后，二哥还在玩电脑，可能是屏幕太暗了， 问了句怎么调亮度，宿舍的会了句 Fn+上下的方向键，两个一块按着。 结果二哥一手按着F健N健，另一手按方向键，还说怎么不管用呢。
139,食堂门口贴出一张寻物启事：春眠不觉晓，风吹衣裳跑。若有拾到者，感谢定不少。第二天寻物启事底下多了一句：到底是多少？
140,我没有失败。我刚刚找到了一万种不起作用的方法。
141,当然皮革是防水的; 你有没有见过带雨伞的牛？
142,"高三,几何老师是一老太，爱自吹,特烦人。一日在课上说:“我在市教育局都很受重视的，他们总是请我去一起研究问题,每次都是车接车送的。” 我无意中问：“三轮么?” 结果,从此一个星期被禁止上几何课。"
143,有一次和老婆一起去建行取款，突然，坐在柜台边的老婆大喊：这柜台怎么有电！电我手了！你看！ 全银行的人都向我们这边看，工作人员马上出来检查，说没带电啊。 没一会儿，老婆又大喊：这柜台怎么有电！电我手了！你看！ 全银行的人又都向我们这边看。 走出银行，我问老婆：柜台有电吗？我怎么没有感觉到？ 老婆得意的笑了：我是故意的，昨天你不是刚给我换了一个大钻戒吗！
144,"那天儿子在洗澡，忽然大声说：“妇炎洁,洗洗更健康!”而且还用老外的那种语调。 我后来对他说，以后别讲什么妇炎洁了，这不是小孩用的东西。 昨天洗澡前，他认真地对我说：“妈妈，不能讲妇炎洁的，对吧？”"
145,美国著名作家马克·吐温（18351910年），曾经是斯托夫人的邻居。他比斯托夫人小24岁，对她很尊敬。他常到她那里谈话，这已成为习惯。 一天，马克·吐温从斯托夫人那里回来，他妻子吃惊地问：你怎么不结领带就去了？不结领带是一种失礼。他的妻子怕斯托夫人见怪，为此闷闷不乐。 于是，马克·吐温赶快写了一封信，连同一条领带装在一个小盒里。送到斯托夫人那里去。信上是这样写的：斯托夫人：给您送去一条领带，请您看一下。我今天早晨在您那里谈了大约30分钟，请您不厌其烦地看它一下吧。希望您看过马上还给我，因为我只有这一条领带。
146,我一哥们上小学，第一次撒谎的事。 有一次学校让交钱，他妈妈给了他100元钱，但是班级里当天没收，放学后看见路边有卖小吃的，我那哥们没忍住买了三块钱的吃的。回家以后，他妈妈问：“交钱了吗？” 哥们：“今天没收。” 他妈妈：“哦，钱呢?” 哥们：“给。” 妈妈：“怎么剩97啊？” 哥们：“哦，我回来的时候丢了三块钱。” 妈妈：……手掌摸脸蛋的声音……
